Postal Code,Date,Sentiment,Year
80002,2016-01-19,Positive,2016
80234,2016-01-19,Positive,2016
80002,2016-01-19,Neutral,2016
80238,2016-01-20,Negative,2016
80014,2016-01-20,Positive,2016
80234,2016-01-20,Positive,2016
80016,2016-01-20,Neutral,2016
80219,2016-01-20,Positive,2016
80234,2016-01-20,Neutral,2016
80221,2016-01-20,Positive,2016
80120,2016-01-20,Positive,2016
80002,2016-01-20,Positive,2016
80234,2016-01-20,Neutral,2016
80238,2016-01-20,Positive,2016
80016,2016-01-20,Positive,2016
80221,2016-01-21,Positive,2016
80002,2016-01-21,Negative,2016
80238,2016-01-21,Negative,2016
80219,2016-01-21,Negative,2016
80002,2016-01-21,Positive,2016
80219,2016-01-21,Positive,2016
80204,2016-01-22,Positive,2016
80014,2016-01-22,Negative,2016
80211,2016-01-22,Positive,2016
80234,2016-01-22,Positive,2016
80204,2016-01-22,Neutral,2016
80014,2016-01-22,Negative,2016
80234,2016-01-23,Positive,2016
80211,2016-01-23,Positive,2016
80120,2016-01-23,Positive,2016
80002,2016-01-23,Negative,2016
80219,2016-01-23,Positive,2016
80238,2016-01-24,Positive,2016
80204,2016-01-24,Positive,2016
80234,2016-01-24,Positive,2016
80221,2016-01-24,Positive,2016
80238,2016-01-24,Negative,2016
80234,2016-01-24,Neutral,2016
80016,2016-01-24,Negative,2016
80204,2016-01-24,Neutral,2016
80016,2016-01-25,Negative,2016
80234,2016-01-25,Negative,2016
80221,2016-01-25,Positive,2016
80014,2016-01-25,Negative,2016
80120,2016-01-25,Negative,2016
80204,2016-01-25,Positive,2016
80002,2016-01-25,Positive,2016
80238,2016-01-25,Positive,2016
80002,2016-01-25,Negative,2016
80120,2016-01-25,Positive,2016
80219,2016-01-25,Positive,2016
80221,2016-01-25,Positive,2016
80221,2016-01-25,Positive,2016
80002,2016-01-25,Negative,2016
80016,2016-01-25,Neutral,2016
80002,2016-01-25,Positive,2016
80002,2016-01-25,Positive,2016
80016,2016-01-26,Neutral,2016
80221,2016-01-26,Positive,2016
80219,2016-01-26,Negative,2016
80234,2016-01-26,Positive,2016
80016,2016-01-26,Positive,2016
80221,2016-01-26,Positive,2016
80120,2016-01-27,Positive,2016
80211,2016-01-27,Positive,2016
80014,2016-01-27,Positive,2016
80219,2016-01-27,Positive,2016
80238,2016-01-27,Positive,2016
80014,2016-01-27,Negative,2016
80120,2016-01-27,Positive,2016
80234,2016-01-27,Neutral,2016
80219,2016-01-27,Negative,2016
80234,2016-01-27,Negative,2016
80219,2016-01-28,Positive,2016
80234,2016-01-28,Positive,2016
80002,2016-01-28,Negative,2016
80204,2016-01-28,Positive,2016
80234,2016-01-28,Positive,2016
80120,2016-01-28,Positive,2016
80221,2016-01-28,Positive,2016
80219,2016-01-28,Neutral,2016
80219,2016-01-28,Positive,2016
80002,2016-01-28,Negative,2016
80219,2016-01-28,Negative,2016
80234,2016-01-29,Neutral,2016
80016,2016-01-29,Positive,2016
80234,2016-01-29,Neutral,2016
80221,2016-01-29,Positive,2016
80234,2016-01-29,Negative,2016
80014,2016-01-29,Positive,2016
80120,2016-01-30,Negative,2016
80016,2016-01-30,Positive,2016
80120,2016-01-30,Neutral,2016
80219,2016-01-30,Positive,2016
80002,2016-01-30,Negative,2016
80238,2016-01-30,Neutral,2016
80211,2016-01-31,Positive,2016
80219,2016-01-31,Positive,2016
80014,2016-01-31,Positive,2016
80016,2016-01-31,Positive,2016
80219,2016-01-31,Negative,2016
80219,2016-01-31,Neutral,2016
80219,2016-01-31,Positive,2016
80211,2016-01-31,Positive,2016
80002,2016-02-01,Positive,2016
80219,2016-02-01,Positive,2016
80204,2016-02-01,Negative,2016
80204,2016-02-01,Neutral,2016
80221,2016-02-01,Positive,2016
80016,2016-02-01,Positive,2016
80238,2016-02-01,Negative,2016
80238,2016-02-01,Positive,2016
80238,2016-02-02,Negative,2016
80014,2016-02-02,Neutral,2016
80016,2016-02-02,Positive,2016
80219,2016-02-02,Neutral,2016
80234,2016-02-02,Positive,2016
80016,2016-02-02,Neutral,2016
80014,2016-02-02,Neutral,2016
80016,2016-02-03,Positive,2016
80234,2016-02-03,Neutral,2016
80014,2016-02-03,Positive,2016
80002,2016-02-03,Neutral,2016
80002,2016-02-03,Positive,2016
80014,2016-02-03,Neutral,2016
80238,2016-02-03,Positive,2016
80219,2016-02-03,Positive,2016
80238,2016-02-03,Neutral,2016
80211,2016-02-03,Positive,2016
80219,2016-02-03,Positive,2016
80120,2016-02-03,Positive,2016
80014,2016-02-04,Negative,2016
80211,2016-02-04,Positive,2016
80219,2016-02-04,Positive,2016
80016,2016-02-04,Positive,2016
80014,2016-02-04,Positive,2016
80234,2016-02-04,Positive,2016
80016,2016-02-04,Negative,2016
80234,2016-02-04,Positive,2016
80014,2016-02-05,Negative,2016
80238,2016-02-05,Positive,2016
80219,2016-02-05,Neutral,2016
80014,2016-02-05,Neutral,2016
80016,2016-02-05,Negative,2016
80002,2016-02-05,Positive,2016
80221,2016-02-05,Negative,2016
80204,2016-02-05,Positive,2016
80219,2016-02-05,Positive,2016
80204,2016-02-05,Negative,2016
80016,2016-02-05,Positive,2016
80211,2016-02-05,Negative,2016
80211,2016-02-06,Positive,2016
80016,2016-02-06,Negative,2016
80014,2016-02-06,Positive,2016
80016,2016-02-06,Positive,2016
80219,2016-02-06,Negative,2016
80002,2016-02-06,Positive,2016
80221,2016-02-06,Positive,2016
80002,2016-02-06,Neutral,2016
80204,2016-02-06,Positive,2016
80120,2016-02-06,Positive,2016
80211,2016-02-06,Positive,2016
80238,2016-02-06,Positive,2016
80204,2016-02-06,Negative,2016
80204,2016-02-06,Neutral,2016
80016,2016-02-07,Positive,2016
80002,2016-02-07,Positive,2016
80219,2016-02-07,Neutral,2016
80204,2016-02-07,Positive,2016
80204,2016-02-07,Negative,2016
80016,2016-02-07,Positive,2016
80219,2016-02-07,Neutral,2016
80219,2016-02-07,Negative,2016
80016,2016-02-08,Positive,2016
80120,2016-02-08,Positive,2016
80211,2016-02-08,Positive,2016
80238,2016-02-08,Positive,2016
80014,2016-02-08,Neutral,2016
80204,2016-02-08,Neutral,2016
80204,2016-02-08,Negative,2016
80221,2016-02-08,Positive,2016
80014,2016-02-08,Positive,2016
80211,2016-02-08,Neutral,2016
80014,2016-02-08,Positive,2016
80219,2016-02-08,Neutral,2016
80238,2016-02-08,Positive,2016
80002,2016-02-08,Negative,2016
80219,2016-02-08,Positive,2016
80238,2016-02-09,Positive,2016
80014,2016-02-09,Neutral,2016
80221,2016-02-09,Negative,2016
80002,2016-02-09,Positive,2016
80234,2016-02-09,Negative,2016
80120,2016-02-10,Positive,2016
80234,2016-02-10,Negative,2016
80234,2016-02-10,Neutral,2016
80234,2016-02-10,Negative,2016
80234,2016-02-10,Neutral,2016
80204,2016-02-10,Positive,2016
80238,2016-02-10,Positive,2016
80120,2016-02-10,Neutral,2016
80219,2016-02-10,Positive,2016
80016,2016-02-10,Positive,2016
80120,2016-02-10,Positive,2016
80221,2016-02-11,Positive,2016
80016,2016-02-11,Negative,2016
80204,2016-02-11,Negative,2016
80014,2016-02-11,Negative,2016
80120,2016-02-11,Positive,2016
80238,2016-02-11,Positive,2016
80211,2016-02-11,Positive,2016
80002,2016-02-11,Negative,2016
80238,2016-02-11,Positive,2016
80238,2016-02-11,Positive,2016
80120,2016-02-11,Neutral,2016
80238,2016-02-11,Positive,2016
80221,2016-02-11,Positive,2016
80014,2016-02-11,Negative,2016
80120,2016-02-12,Positive,2016
80016,2016-02-12,Positive,2016
80120,2016-02-12,Negative,2016
80120,2016-02-12,Positive,2016
80204,2016-02-12,Positive,2016
80120,2016-02-12,Positive,2016
80211,2016-02-12,Negative,2016
80120,2016-02-12,Positive,2016
80014,2016-02-12,Negative,2016
80204,2016-02-12,Neutral,2016
80002,2016-02-12,Negative,2016
80234,2016-02-12,Neutral,2016
80238,2016-02-12,Positive,2016
80238,2016-02-12,Positive,2016
80002,2016-02-12,Neutral,2016
80238,2016-02-12,Neutral,2016
80219,2016-02-13,Positive,2016
80120,2016-02-13,Positive,2016
80221,2016-02-13,Positive,2016
80234,2016-02-13,Positive,2016
80238,2016-02-13,Positive,2016
80016,2016-02-13,Negative,2016
80120,2016-02-13,Neutral,2016
80211,2016-02-13,Positive,2016
80014,2016-02-13,Neutral,2016
80211,2016-02-13,Negative,2016
80219,2016-02-14,Positive,2016
80221,2016-02-14,Neutral,2016
80234,2016-02-14,Positive,2016
80234,2016-02-14,Positive,2016
80002,2016-02-14,Positive,2016
80204,2016-02-14,Neutral,2016
80219,2016-02-14,Negative,2016
80238,2016-02-14,Negative,2016
80234,2016-02-14,Positive,2016
80014,2016-02-14,Neutral,2016
80120,2016-02-14,Neutral,2016
80002,2016-02-14,Positive,2016
80002,2016-02-14,Positive,2016
80016,2016-02-14,Neutral,2016
80120,2016-02-15,Positive,2016
80211,2016-02-15,Neutral,2016
80234,2016-02-15,Negative,2016
80204,2016-02-15,Positive,2016
80002,2016-02-15,Positive,2016
80002,2016-02-15,Positive,2016
80219,2016-02-15,Negative,2016
80016,2016-02-15,Neutral,2016
80221,2016-02-15,Positive,2016
80204,2016-02-15,Positive,2016
80238,2016-02-16,Positive,2016
80014,2016-02-16,Positive,2016
80211,2016-02-16,Positive,2016
80211,2016-02-16,Positive,2016
80234,2016-02-16,Positive,2016
80221,2016-02-16,Negative,2016
80238,2016-02-16,Neutral,2016
80204,2016-02-16,Positive,2016
80238,2016-02-16,Positive,2016
80120,2016-02-16,Negative,2016
80002,2016-02-16,Negative,2016
80234,2016-02-16,Positive,2016
80014,2016-02-16,Positive,2016
80234,2016-02-17,Negative,2016
80234,2016-02-17,Positive,2016
80002,2016-02-17,Positive,2016
80234,2016-02-17,Positive,2016
80014,2016-02-17,Positive,2016
80238,2016-02-17,Negative,2016
80016,2016-02-17,Neutral,2016
80204,2016-02-17,Positive,2016
80120,2016-02-17,Positive,2016
80204,2016-02-17,Positive,2016
80016,2016-02-17,Positive,2016
80016,2016-02-17,Positive,2016
80238,2016-02-17,Positive,2016
80002,2016-02-18,Positive,2016
80120,2016-02-18,Positive,2016
80204,2016-02-18,Neutral,2016
80120,2016-02-18,Negative,2016
80016,2016-02-18,Negative,2016
80219,2016-02-18,Positive,2016
80204,2016-02-18,Positive,2016
80016,2016-02-18,Neutral,2016
80120,2016-02-18,Positive,2016
80120,2016-02-19,Positive,2016
80211,2016-02-19,Negative,2016
80204,2016-02-19,Positive,2016
80014,2016-02-19,Positive,2016
80221,2016-02-19,Positive,2016
80238,2016-02-19,Negative,2016
80204,2016-02-19,Negative,2016
80238,2016-02-19,Positive,2016
80238,2016-02-19,Positive,2016
80238,2016-02-19,Positive,2016
80014,2016-02-19,Positive,2016
80219,2016-02-19,Positive,2016
80204,2016-02-19,Neutral,2016
80204,2016-02-20,Positive,2016
80014,2016-02-20,Negative,2016
80219,2016-02-20,Negative,2016
80221,2016-02-20,Positive,2016
80120,2016-02-20,Positive,2016
80234,2016-02-20,Negative,2016
80238,2016-02-20,Positive,2016
80211,2016-02-20,Positive,2016
80238,2016-02-21,Neutral,2016
80016,2016-02-21,Neutral,2016
80014,2016-02-21,Positive,2016
80120,2016-02-21,Neutral,2016
80221,2016-02-21,Negative,2016
80234,2016-02-21,Neutral,2016
80120,2016-02-21,Positive,2016
80211,2016-02-21,Positive,2016
80014,2016-02-21,Neutral,2016
80120,2016-02-21,Positive,2016
80219,2016-02-21,Neutral,2016
80204,2016-02-21,Neutral,2016
80221,2016-02-21,Positive,2016
80219,2016-02-21,Neutral,2016
80014,2016-02-22,Positive,2016
80234,2016-02-22,Positive,2016
80002,2016-02-22,Neutral,2016
80002,2016-02-22,Negative,2016
80219,2016-02-22,Positive,2016
80204,2016-02-22,Negative,2016
80016,2016-02-22,Positive,2016
80219,2016-02-22,Positive,2016
80002,2016-02-22,Positive,2016
80120,2016-02-22,Neutral,2016
80014,2016-02-22,Positive,2016
80014,2016-02-22,Neutral,2016
80234,2016-02-22,Neutral,2016
80238,2016-02-23,Positive,2016
80016,2016-02-23,Positive,2016
80014,2016-02-23,Neutral,2016
80014,2016-02-23,Positive,2016
80014,2016-02-23,Negative,2016
80238,2016-02-23,Positive,2016
80014,2016-02-23,Positive,2016
80120,2016-02-23,Positive,2016
80211,2016-02-23,Positive,2016
80014,2016-02-23,Positive,2016
80002,2016-02-23,Neutral,2016
80219,2016-02-23,Positive,2016
80014,2016-02-23,Positive,2016
80238,2016-02-23,Positive,2016
80002,2016-02-24,Positive,2016
80219,2016-02-24,Negative,2016
80234,2016-02-24,Neutral,2016
80238,2016-02-24,Neutral,2016
80204,2016-02-24,Neutral,2016
80204,2016-02-24,Positive,2016
80014,2016-02-24,Neutral,2016
80219,2016-02-25,Positive,2016
80204,2016-02-25,Positive,2016
80234,2016-02-25,Positive,2016
80221,2016-02-25,Positive,2016
80014,2016-02-25,Negative,2016
80016,2016-02-25,Negative,2016
80002,2016-02-25,Positive,2016
80221,2016-02-25,Negative,2016
80014,2016-02-26,Positive,2016
80016,2016-02-26,Positive,2016
80014,2016-02-26,Positive,2016
80219,2016-02-26,Neutral,2016
80238,2016-02-26,Positive,2016
80120,2016-02-26,Positive,2016
80002,2016-02-26,Negative,2016
80016,2016-02-26,Positive,2016
80219,2016-02-26,Positive,2016
80120,2016-02-26,Neutral,2016
80002,2016-02-26,Positive,2016
80002,2016-02-27,Positive,2016
80014,2016-02-27,Positive,2016
80014,2016-02-27,Positive,2016
80120,2016-02-27,Neutral,2016
80219,2016-02-27,Negative,2016
80234,2016-02-27,Positive,2016
80219,2016-02-27,Positive,2016
80238,2016-02-27,Neutral,2016
80016,2016-02-27,Positive,2016
80211,2016-02-27,Negative,2016
80014,2016-02-27,Positive,2016
80120,2016-02-27,Positive,2016
80014,2016-02-27,Positive,2016
80002,2016-02-27,Negative,2016
80211,2016-02-27,Positive,2016
80221,2016-02-27,Negative,2016
80014,2016-02-27,Neutral,2016
80221,2016-02-27,Negative,2016
80014,2016-02-27,Positive,2016
80238,2016-02-27,Positive,2016
80234,2016-02-28,Neutral,2016
80002,2016-02-28,Positive,2016
80002,2016-02-28,Positive,2016
80120,2016-02-28,Positive,2016
80211,2016-02-28,Positive,2016
80221,2016-02-28,Positive,2016
80234,2016-02-28,Neutral,2016
80234,2016-02-28,Negative,2016
80120,2016-02-28,Neutral,2016
80120,2016-02-28,Positive,2016
80238,2016-02-28,Positive,2016
80234,2016-02-28,Negative,2016
80238,2016-02-28,Positive,2016
80014,2016-02-28,Positive,2016
80014,2016-02-28,Positive,2016
80221,2016-02-28,Positive,2016
80016,2016-02-28,Positive,2016
80120,2016-02-28,Positive,2016
80002,2016-02-28,Negative,2016
80204,2016-02-29,Neutral,2016
80219,2016-02-29,Positive,2016
80219,2016-02-29,Negative,2016
80211,2016-02-29,Positive,2016
80211,2016-02-29,Positive,2016
80234,2016-03-01,Neutral,2016
80014,2016-03-01,Positive,2016
80221,2016-03-01,Positive,2016
80221,2016-03-01,Positive,2016
80014,2016-03-01,Negative,2016
80014,2016-03-01,Positive,2016
80211,2016-03-01,Neutral,2016
80002,2016-03-01,Neutral,2016
80221,2016-03-01,Negative,2016
80234,2016-03-01,Neutral,2016
80219,2016-03-01,Neutral,2016
80120,2016-03-01,Positive,2016
80016,2016-03-01,Positive,2016
80016,2016-03-01,Positive,2016
80221,2016-03-01,Positive,2016
80204,2016-03-01,Neutral,2016
80211,2016-03-01,Negative,2016
80002,2016-03-01,Positive,2016
80234,2016-03-01,Positive,2016
80120,2016-03-01,Negative,2016
80219,2016-03-01,Positive,2016
80120,2016-03-01,Positive,2016
80120,2016-03-01,Negative,2016
80234,2016-03-02,Positive,2016
80002,2016-03-02,Neutral,2016
80120,2016-03-02,Positive,2016
80016,2016-03-02,Positive,2016
80211,2016-03-02,Positive,2016
80014,2016-03-02,Positive,2016
80234,2016-03-02,Positive,2016
80221,2016-03-02,Positive,2016
80211,2016-03-02,Positive,2016
80014,2016-03-02,Positive,2016
80219,2016-03-03,Positive,2016
80221,2016-03-03,Positive,2016
80221,2016-03-03,Neutral,2016
80014,2016-03-03,Positive,2016
80238,2016-03-03,Neutral,2016
80219,2016-03-03,Neutral,2016
80238,2016-03-03,Positive,2016
80238,2016-03-03,Negative,2016
80016,2016-03-03,Positive,2016
80221,2016-03-03,Positive,2016
80120,2016-03-03,Positive,2016
80120,2016-03-04,Positive,2016
80211,2016-03-04,Positive,2016
80219,2016-03-04,Negative,2016
80120,2016-03-04,Neutral,2016
80211,2016-03-04,Negative,2016
80238,2016-03-04,Positive,2016
80219,2016-03-04,Positive,2016
80211,2016-03-05,Neutral,2016
80120,2016-03-05,Negative,2016
80219,2016-03-05,Positive,2016
80002,2016-03-05,Positive,2016
80221,2016-03-05,Positive,2016
80002,2016-03-05,Positive,2016
80016,2016-03-05,Positive,2016
80211,2016-03-06,Negative,2016
80014,2016-03-06,Positive,2016
80238,2016-03-06,Positive,2016
80002,2016-03-06,Neutral,2016
80221,2016-03-06,Positive,2016
80238,2016-03-06,Positive,2016
80204,2016-03-06,Negative,2016
80211,2016-03-06,Negative,2016
80221,2016-03-07,Neutral,2016
80204,2016-03-07,Positive,2016
80014,2016-03-07,Negative,2016
80120,2016-03-07,Negative,2016
80219,2016-03-07,Negative,2016
80120,2016-03-07,Positive,2016
80002,2016-03-07,Neutral,2016
80120,2016-03-07,Positive,2016
80002,2016-03-08,Positive,2016
80204,2016-03-08,Negative,2016
80211,2016-03-08,Neutral,2016
80211,2016-03-08,Positive,2016
80234,2016-03-08,Positive,2016
80221,2016-03-08,Negative,2016
80238,2016-03-08,Neutral,2016
80120,2016-03-08,Negative,2016
80014,2016-03-08,Positive,2016
80120,2016-03-08,Positive,2016
80204,2016-03-08,Positive,2016
80221,2016-03-08,Neutral,2016
80002,2016-03-08,Positive,2016
80204,2016-03-08,Positive,2016
80014,2016-03-08,Positive,2016
80234,2016-03-08,Positive,2016
80204,2016-03-09,Positive,2016
80016,2016-03-09,Positive,2016
80002,2016-03-09,Neutral,2016
80120,2016-03-09,Positive,2016
80219,2016-03-09,Neutral,2016
80219,2016-03-09,Positive,2016
80120,2016-03-09,Positive,2016
80120,2016-03-09,Positive,2016
80204,2016-03-09,Positive,2016
80014,2016-03-09,Positive,2016
80016,2016-03-10,Positive,2016
80219,2016-03-10,Positive,2016
80016,2016-03-10,Neutral,2016
80219,2016-03-10,Positive,2016
80219,2016-03-10,Positive,2016
80221,2016-03-10,Positive,2016
80014,2016-03-10,Neutral,2016
80219,2016-03-10,Neutral,2016
80016,2016-03-10,Positive,2016
80002,2016-03-10,Positive,2016
80211,2016-03-10,Neutral,2016
80014,2016-03-10,Positive,2016
80238,2016-03-10,Negative,2016
80120,2016-03-10,Neutral,2016
80221,2016-03-11,Positive,2016
80014,2016-03-11,Positive,2016
80204,2016-03-11,Positive,2016
80238,2016-03-11,Positive,2016
80002,2016-03-11,Neutral,2016
80238,2016-03-11,Neutral,2016
80234,2016-03-11,Negative,2016
80221,2016-03-11,Positive,2016
80238,2016-03-11,Positive,2016
80211,2016-03-11,Positive,2016
80219,2016-03-11,Positive,2016
80002,2016-03-11,Positive,2016
80219,2016-03-11,Neutral,2016
80219,2016-03-12,Positive,2016
80204,2016-03-12,Positive,2016
80120,2016-03-12,Positive,2016
80204,2016-03-12,Neutral,2016
80120,2016-03-12,Neutral,2016
80016,2016-03-12,Neutral,2016
80120,2016-03-12,Positive,2016
80211,2016-03-12,Positive,2016
80120,2016-03-12,Negative,2016
80238,2016-03-13,Neutral,2016
80238,2016-03-13,Neutral,2016
80016,2016-03-13,Neutral,2016
80002,2016-03-13,Neutral,2016
80014,2016-03-13,Negative,2016
80221,2016-03-13,Positive,2016
80016,2016-03-13,Positive,2016
80221,2016-03-13,Negative,2016
80234,2016-03-13,Neutral,2016
80238,2016-03-13,Positive,2016
80219,2016-03-13,Positive,2016
80120,2016-03-14,Positive,2016
80120,2016-03-14,Positive,2016
80204,2016-03-14,Positive,2016
80221,2016-03-14,Positive,2016
80014,2016-03-14,Neutral,2016
80120,2016-03-14,Positive,2016
80219,2016-03-14,Negative,2016
80014,2016-03-14,Positive,2016
80014,2016-03-14,Positive,2016
80014,2016-03-14,Neutral,2016
80221,2016-03-14,Positive,2016
80219,2016-03-15,Positive,2016
80238,2016-03-15,Negative,2016
80234,2016-03-15,Positive,2016
80234,2016-03-15,Negative,2016
80211,2016-03-15,Negative,2016
80204,2016-03-15,Neutral,2016
80234,2016-03-15,Neutral,2016
80211,2016-03-15,Negative,2016
80016,2016-03-15,Positive,2016
80016,2016-03-15,Negative,2016
80016,2016-03-15,Positive,2016
80002,2016-03-15,Positive,2016
80014,2016-03-15,Neutral,2016
80002,2016-03-16,Positive,2016
80234,2016-03-16,Positive,2016
80002,2016-03-16,Positive,2016
80016,2016-03-16,Positive,2016
80016,2016-03-16,Negative,2016
80234,2016-03-16,Positive,2016
80002,2016-03-16,Positive,2016
80238,2016-03-16,Positive,2016
80120,2016-03-16,Neutral,2016
80204,2016-03-16,Positive,2016
80016,2016-03-16,Neutral,2016
80219,2016-03-16,Negative,2016
80211,2016-03-17,Neutral,2016
80204,2016-03-17,Positive,2016
80234,2016-03-17,Neutral,2016
80221,2016-03-17,Neutral,2016
80211,2016-03-17,Positive,2016
80016,2016-03-17,Positive,2016
80219,2016-03-17,Neutral,2016
80204,2016-03-17,Positive,2016
80238,2016-03-17,Neutral,2016
80219,2016-03-17,Negative,2016
80204,2016-03-17,Neutral,2016
80219,2016-03-17,Negative,2016
80002,2016-03-17,Positive,2016
80221,2016-03-18,Positive,2016
80002,2016-03-18,Neutral,2016
80238,2016-03-18,Neutral,2016
80221,2016-03-18,Negative,2016
80014,2016-03-18,Positive,2016
80238,2016-03-18,Neutral,2016
80219,2016-03-18,Positive,2016
80204,2016-03-18,Negative,2016
80234,2016-03-18,Positive,2016
