Postal Code,Date,Sentiment,Year
80234,2024-12-28,Positive,2024
80211,2024-12-28,Neutral,2024
80234,2024-12-28,Positive,2024
80204,2024-12-28,Positive,2024
80002,2024-12-28,Positive,2024
80002,2024-12-28,Neutral,2024
80002,2024-12-28,Neutral,2024
80014,2024-12-28,Neutral,2024
80219,2024-12-28,Neutral,2024
80002,2024-12-28,Neutral,2024
80238,2024-12-28,Negative,2024
80211,2024-12-28,Negative,2024
80204,2024-12-27,Positive,2024
80016,2024-12-27,Neutral,2024
80016,2024-12-27,Positive,2024
80221,2024-12-27,Neutral,2024
80219,2024-12-27,Positive,2024
80014,2024-12-27,Positive,2024
80120,2024-12-27,Negative,2024
80120,2024-12-27,Positive,2024
80238,2024-12-27,Negative,2024
80120,2024-12-27,Positive,2024
80238,2024-12-27,Neutral,2024
80234,2024-12-27,Neutral,2024
80016,2024-12-27,Neutral,2024
80211,2024-12-27,Negative,2024
80234,2024-12-27,Positive,2024
80002,2024-12-27,Positive,2024
80234,2024-12-27,Positive,2024
80014,2024-12-27,Negative,2024
80014,2024-12-27,Neutral,2024
80219,2024-12-27,Positive,2024
80002,2024-12-27,Positive,2024
80002,2024-12-27,Positive,2024
80234,2024-12-27,Positive,2024
80014,2024-12-27,Positive,2024
80211,2024-12-27,Negative,2024
80204,2024-12-27,Neutral,2024
80221,2024-12-27,Positive,2024
80014,2024-12-27,Positive,2024
80221,2024-12-26,Positive,2024
80002,2024-12-26,Positive,2024
80211,2024-12-26,Positive,2024
80014,2024-12-26,Positive,2024
80002,2024-12-26,Negative,2024
80219,2024-12-26,Negative,2024
80219,2024-12-26,Positive,2024
80238,2024-12-26,Positive,2024
80219,2024-12-26,Negative,2024
80016,2024-12-26,Positive,2024
80120,2024-12-26,Positive,2024
80120,2024-12-26,Positive,2024
80234,2024-12-26,Neutral,2024
80204,2024-12-26,Positive,2024
80219,2024-12-26,Positive,2024
80014,2024-12-26,Positive,2024
80014,2024-12-26,Positive,2024
80221,2024-12-26,Neutral,2024
80221,2024-12-26,Positive,2024
80234,2024-12-26,Negative,2024
80120,2024-12-26,Positive,2024
80238,2024-12-26,Positive,2024
80221,2024-12-26,Negative,2024
80204,2024-12-25,Negative,2024
80016,2024-12-25,Positive,2024
80211,2024-12-25,Positive,2024
80016,2024-12-25,Positive,2024
80234,2024-12-25,Positive,2024
80204,2024-12-25,Neutral,2024
80014,2024-12-25,Positive,2024
80204,2024-12-25,Positive,2024
80204,2024-12-25,Positive,2024
80120,2024-12-25,Neutral,2024
80120,2024-12-25,Neutral,2024
80221,2024-12-25,Neutral,2024
80219,2024-12-25,Neutral,2024
80002,2024-12-25,Positive,2024
80221,2024-12-25,Positive,2024
80211,2024-12-24,Negative,2024
80219,2024-12-24,Positive,2024
80016,2024-12-24,Neutral,2024
80238,2024-12-24,Neutral,2024
80002,2024-12-24,Positive,2024
80211,2024-12-24,Negative,2024
80120,2024-12-24,Positive,2024
80238,2024-12-24,Positive,2024
80014,2024-12-24,Positive,2024
80014,2024-12-24,Positive,2024
80016,2024-12-24,Neutral,2024
80204,2024-12-24,Neutral,2024
80120,2024-12-24,Positive,2024
80234,2024-12-24,Positive,2024
80238,2024-12-23,Neutral,2024
80204,2024-12-23,Positive,2024
80014,2024-12-23,Positive,2024
80014,2024-12-23,Positive,2024
80221,2024-12-23,Positive,2024
80211,2024-12-23,Positive,2024
80014,2024-12-23,Positive,2024
80221,2024-12-23,Positive,2024
80204,2024-12-23,Neutral,2024
80221,2024-12-23,Positive,2024
80016,2024-12-23,Neutral,2024
80234,2024-12-23,Negative,2024
80219,2024-12-23,Positive,2024
80014,2024-12-23,Positive,2024
80238,2024-12-23,Negative,2024
80238,2024-12-23,Positive,2024
80234,2024-12-23,Positive,2024
80238,2024-12-23,Positive,2024
80234,2024-12-23,Neutral,2024
80211,2024-12-23,Positive,2024
80221,2024-12-22,Positive,2024
80234,2024-12-22,Negative,2024
80002,2024-12-22,Positive,2024
80014,2024-12-22,Negative,2024
80234,2024-12-22,Negative,2024
80219,2024-12-22,Positive,2024
80016,2024-12-22,Positive,2024
80016,2024-12-22,Negative,2024
80234,2024-12-22,Positive,2024
80016,2024-12-22,Neutral,2024
80120,2024-12-22,Positive,2024
80016,2024-12-22,Positive,2024
80016,2024-12-22,Positive,2024
80016,2024-12-21,Negative,2024
80219,2024-12-21,Neutral,2024
80234,2024-12-21,Positive,2024
80221,2024-12-21,Positive,2024
80238,2024-12-21,Positive,2024
80219,2024-12-21,Neutral,2024
80120,2024-12-21,Positive,2024
80016,2024-12-21,Neutral,2024
80014,2024-12-21,Positive,2024
80204,2024-12-21,Positive,2024
80014,2024-12-21,Positive,2024
80221,2024-12-21,Positive,2024
80234,2024-12-21,Positive,2024
80211,2024-12-21,Negative,2024
80221,2024-12-21,Positive,2024
80002,2024-12-21,Neutral,2024
80211,2024-12-21,Positive,2024
80014,2024-12-21,Neutral,2024
80014,2024-12-21,Positive,2024
80016,2024-12-21,Positive,2024
80238,2024-12-21,Positive,2024
80002,2024-12-21,Neutral,2024
80211,2024-12-21,Neutral,2024
80014,2024-12-21,Positive,2024
80014,2024-12-21,Neutral,2024
80002,2024-12-21,Negative,2024
80221,2024-12-21,Positive,2024
80219,2024-12-21,Positive,2024
80014,2024-12-20,Neutral,2024
80014,2024-12-20,Positive,2024
80016,2024-12-20,Positive,2024
80204,2024-12-20,Negative,2024
80014,2024-12-20,Positive,2024
80120,2024-12-20,Positive,2024
80221,2024-12-20,Positive,2024
80014,2024-12-20,Negative,2024
80120,2024-12-20,Neutral,2024
80014,2024-12-20,Negative,2024
80014,2024-12-20,Negative,2024
80002,2024-12-20,Negative,2024
80204,2024-12-20,Neutral,2024
80238,2024-12-20,Positive,2024
80219,2024-12-20,Positive,2024
80016,2024-12-20,Neutral,2024
80238,2024-12-20,Positive,2024
80211,2024-12-20,Positive,2024
80002,2024-12-20,Neutral,2024
80234,2024-12-19,Positive,2024
80234,2024-12-19,Negative,2024
80120,2024-12-19,Positive,2024
80014,2024-12-19,Positive,2024
80219,2024-12-19,Positive,2024
80002,2024-12-19,Positive,2024
80219,2024-12-19,Positive,2024
80238,2024-12-19,Positive,2024
80221,2024-12-19,Positive,2024
80211,2024-12-19,Positive,2024
80204,2024-12-19,Positive,2024
80016,2024-12-19,Positive,2024
80016,2024-12-19,Positive,2024
80234,2024-12-19,Negative,2024
80016,2024-12-19,Neutral,2024
80002,2024-12-19,Positive,2024
80002,2024-12-19,Positive,2024
80221,2024-12-19,Negative,2024
80002,2024-12-19,Positive,2024
80204,2024-12-18,Neutral,2024
80016,2024-12-18,Positive,2024
80120,2024-12-18,Positive,2024
80016,2024-12-18,Positive,2024
80221,2024-12-18,Positive,2024
80211,2024-12-18,Neutral,2024
80120,2024-12-18,Positive,2024
80221,2024-12-18,Positive,2024
80234,2024-12-18,Positive,2024
80221,2024-12-18,Negative,2024
80014,2024-12-18,Positive,2024
80219,2024-12-18,Positive,2024
80221,2024-12-18,Negative,2024
80120,2024-12-18,Neutral,2024
80234,2024-12-18,Negative,2024
80016,2024-12-18,Positive,2024
80211,2024-12-17,Neutral,2024
80014,2024-12-17,Positive,2024
80204,2024-12-17,Negative,2024
80234,2024-12-17,Positive,2024
80211,2024-12-17,Positive,2024
80120,2024-12-17,Positive,2024
80016,2024-12-17,Positive,2024
80120,2024-12-17,Positive,2024
80204,2024-12-17,Positive,2024
80219,2024-12-17,Positive,2024
80234,2024-12-17,Positive,2024
80219,2024-12-17,Positive,2024
80002,2024-12-17,Positive,2024
80014,2024-12-17,Positive,2024
80120,2024-12-17,Positive,2024
80016,2024-12-17,Positive,2024
80002,2024-12-16,Neutral,2024
80204,2024-12-16,Positive,2024
80120,2024-12-16,Negative,2024
80221,2024-12-16,Negative,2024
80204,2024-12-16,Positive,2024
80234,2024-12-16,Neutral,2024
80014,2024-12-16,Neutral,2024
80014,2024-12-16,Neutral,2024
80221,2024-12-16,Positive,2024
80238,2024-12-16,Neutral,2024
80238,2024-12-16,Negative,2024
80204,2024-12-16,Neutral,2024
80204,2024-12-16,Neutral,2024
80016,2024-12-16,Neutral,2024
80016,2024-12-16,Positive,2024
80234,2024-12-16,Positive,2024
80238,2024-12-16,Negative,2024
80204,2024-12-15,Positive,2024
80204,2024-12-15,Positive,2024
80219,2024-12-15,Positive,2024
80211,2024-12-15,Positive,2024
80120,2024-12-15,Neutral,2024
80219,2024-12-15,Positive,2024
80016,2024-12-15,Positive,2024
80238,2024-12-15,Neutral,2024
80238,2024-12-15,Positive,2024
80221,2024-12-15,Positive,2024
80016,2024-12-15,Positive,2024
80238,2024-12-15,Positive,2024
80219,2024-12-15,Negative,2024
80221,2024-12-15,Positive,2024
80002,2024-12-15,Positive,2024
80221,2024-12-14,Positive,2024
80219,2024-12-14,Positive,2024
80221,2024-12-14,Positive,2024
80234,2024-12-14,Negative,2024
80211,2024-12-14,Positive,2024
80238,2024-12-14,Negative,2024
80014,2024-12-14,Positive,2024
80219,2024-12-14,Neutral,2024
80211,2024-12-14,Positive,2024
80238,2024-12-14,Positive,2024
80221,2024-12-14,Positive,2024
80238,2024-12-14,Positive,2024
80221,2024-12-14,Positive,2024
80014,2024-12-14,Negative,2024
80016,2024-12-14,Positive,2024
80238,2024-12-14,Positive,2024
80238,2024-12-14,Negative,2024
80014,2024-12-14,Positive,2024
80238,2024-12-14,Positive,2024
80204,2024-12-14,Positive,2024
80238,2024-12-14,Neutral,2024
80016,2024-12-14,Positive,2024
80014,2024-12-14,Positive,2024
80204,2024-12-14,Positive,2024
80221,2024-12-14,Positive,2024
80002,2024-12-14,Negative,2024
80219,2024-12-14,Positive,2024
80120,2024-12-14,Positive,2024
80002,2024-12-14,Neutral,2024
80120,2024-12-13,Positive,2024
80016,2024-12-13,Positive,2024
80219,2024-12-13,Neutral,2024
80204,2024-12-13,Positive,2024
80002,2024-12-13,Negative,2024
80221,2024-12-13,Positive,2024
80219,2024-12-13,Positive,2024
80120,2024-12-13,Neutral,2024
80234,2024-12-13,Negative,2024
80234,2024-12-13,Positive,2024
80002,2024-12-13,Positive,2024
80238,2024-12-13,Neutral,2024
80219,2024-12-13,Neutral,2024
80204,2024-12-13,Positive,2024
80221,2024-12-13,Neutral,2024
80211,2024-12-12,Positive,2024
80238,2024-12-12,Positive,2024
80016,2024-12-12,Neutral,2024
80238,2024-12-12,Positive,2024
80234,2024-12-12,Positive,2024
80219,2024-12-12,Neutral,2024
80211,2024-12-12,Positive,2024
80211,2024-12-12,Positive,2024
80219,2024-12-12,Positive,2024
80219,2024-12-12,Positive,2024
80002,2024-12-12,Neutral,2024
80238,2024-12-12,Neutral,2024
80221,2024-12-12,Positive,2024
80204,2024-12-12,Positive,2024
80219,2024-12-12,Positive,2024
80016,2024-12-12,Positive,2024
80219,2024-12-12,Negative,2024
80234,2024-12-12,Neutral,2024
80234,2024-12-12,Neutral,2024
80219,2024-12-12,Positive,2024
80211,2024-12-12,Positive,2024
80014,2024-12-12,Neutral,2024
80014,2024-12-12,Neutral,2024
80211,2024-12-11,Neutral,2024
80120,2024-12-11,Negative,2024
80014,2024-12-11,Negative,2024
80234,2024-12-11,Positive,2024
80016,2024-12-11,Positive,2024
80014,2024-12-11,Neutral,2024
80221,2024-12-11,Negative,2024
80238,2024-12-11,Neutral,2024
80204,2024-12-11,Neutral,2024
80219,2024-12-11,Negative,2024
80120,2024-12-11,Positive,2024
80238,2024-12-11,Neutral,2024
80014,2024-12-11,Positive,2024
80238,2024-12-11,Positive,2024
80221,2024-12-11,Neutral,2024
80219,2024-12-11,Positive,2024
80120,2024-12-11,Negative,2024
80002,2024-12-11,Negative,2024
80234,2024-12-10,Positive,2024
80002,2024-12-10,Negative,2024
80120,2024-12-10,Neutral,2024
80002,2024-12-10,Negative,2024
80238,2024-12-10,Positive,2024
80211,2024-12-10,Positive,2024
80002,2024-12-10,Neutral,2024
80234,2024-12-10,Positive,2024
80002,2024-12-10,Negative,2024
80002,2024-12-10,Neutral,2024
80234,2024-12-10,Negative,2024
80211,2024-12-10,Positive,2024
80204,2024-12-10,Positive,2024
80204,2024-12-10,Neutral,2024
80204,2024-12-10,Positive,2024
80016,2024-12-10,Negative,2024
80234,2024-12-10,Neutral,2024
80120,2024-12-10,Positive,2024
80002,2024-12-10,Positive,2024
80211,2024-12-10,Neutral,2024
80120,2024-12-10,Negative,2024
80211,2024-12-10,Positive,2024
80211,2024-12-10,Positive,2024
80002,2024-12-09,Positive,2024
80016,2024-12-09,Positive,2024
80234,2024-12-09,Positive,2024
80238,2024-12-09,Neutral,2024
80211,2024-12-09,Positive,2024
80211,2024-12-09,Positive,2024
80120,2024-12-09,Positive,2024
80221,2024-12-09,Positive,2024
80221,2024-12-09,Positive,2024
80238,2024-12-09,Positive,2024
80016,2024-12-09,Neutral,2024
80238,2024-12-09,Neutral,2024
80002,2024-12-09,Negative,2024
80211,2024-12-09,Positive,2024
80002,2024-12-08,Positive,2024
80204,2024-12-08,Positive,2024
80219,2024-12-08,Positive,2024
80016,2024-12-08,Positive,2024
80221,2024-12-08,Positive,2024
80120,2024-12-08,Positive,2024
80002,2024-12-08,Positive,2024
80120,2024-12-08,Positive,2024
80120,2024-12-08,Positive,2024
80221,2024-12-08,Neutral,2024
80219,2024-12-08,Negative,2024
80219,2024-12-08,Positive,2024
80002,2024-12-08,Positive,2024
80219,2024-12-08,Positive,2024
80002,2024-12-08,Neutral,2024
80211,2024-12-08,Positive,2024
80221,2024-12-08,Positive,2024
80234,2024-12-08,Positive,2024
80234,2024-12-08,Positive,2024
80014,2024-12-08,Neutral,2024
80002,2024-12-07,Neutral,2024
80219,2024-12-07,Negative,2024
80204,2024-12-07,Positive,2024
80014,2024-12-07,Neutral,2024
80219,2024-12-07,Neutral,2024
80238,2024-12-07,Positive,2024
80014,2024-12-07,Positive,2024
80234,2024-12-07,Positive,2024
80014,2024-12-07,Neutral,2024
80238,2024-12-07,Positive,2024
80120,2024-12-07,Positive,2024
80014,2024-12-07,Positive,2024
80014,2024-12-07,Positive,2024
80120,2024-12-07,Negative,2024
80204,2024-12-07,Positive,2024
80221,2024-12-07,Neutral,2024
80002,2024-12-07,Positive,2024
80238,2024-12-07,Negative,2024
80016,2024-12-07,Positive,2024
80221,2024-12-06,Neutral,2024
80219,2024-12-06,Positive,2024
80014,2024-12-06,Negative,2024
80002,2024-12-06,Neutral,2024
80219,2024-12-06,Neutral,2024
80238,2024-12-06,Positive,2024
80221,2024-12-06,Neutral,2024
80211,2024-12-06,Positive,2024
80014,2024-12-06,Positive,2024
80211,2024-12-06,Positive,2024
80204,2024-12-06,Positive,2024
80221,2024-12-06,Positive,2024
80204,2024-12-06,Neutral,2024
80002,2024-12-06,Positive,2024
80204,2024-12-06,Neutral,2024
80002,2024-12-06,Negative,2024
80014,2024-12-06,Positive,2024
80014,2024-12-06,Positive,2024
80016,2024-12-05,Positive,2024
80002,2024-12-05,Positive,2024
80211,2024-12-05,Positive,2024
80002,2024-12-05,Neutral,2024
80014,2024-12-05,Neutral,2024
80221,2024-12-05,Negative,2024
80016,2024-12-05,Neutral,2024
80221,2024-12-05,Positive,2024
80221,2024-12-05,Neutral,2024
80014,2024-12-05,Positive,2024
80238,2024-12-05,Positive,2024
80204,2024-12-05,Positive,2024
80120,2024-12-05,Negative,2024
80002,2024-12-05,Neutral,2024
80221,2024-12-05,Positive,2024
80002,2024-12-04,Positive,2024
80238,2024-12-04,Positive,2024
80014,2024-12-04,Positive,2024
80211,2024-12-04,Negative,2024
80221,2024-12-04,Positive,2024
80016,2024-12-04,Positive,2024
80002,2024-12-04,Positive,2024
80014,2024-12-04,Neutral,2024
80238,2024-12-04,Positive,2024
80234,2024-12-04,Neutral,2024
80238,2024-12-04,Positive,2024
80002,2024-12-04,Negative,2024
80016,2024-12-04,Positive,2024
80002,2024-12-04,Positive,2024
80204,2024-12-04,Neutral,2024
80211,2024-12-04,Positive,2024
80219,2024-12-04,Positive,2024
80014,2024-12-04,Neutral,2024
80234,2024-12-04,Positive,2024
80221,2024-12-04,Neutral,2024
80234,2024-12-04,Negative,2024
80016,2024-12-04,Positive,2024
80221,2024-12-04,Positive,2024
80016,2024-12-04,Negative,2024
80211,2024-12-04,Positive,2024
80221,2024-12-04,Negative,2024
80204,2024-12-04,Positive,2024
80234,2024-12-03,Positive,2024
80219,2024-12-03,Positive,2024
80002,2024-12-03,Positive,2024
80002,2024-12-03,Neutral,2024
80238,2024-12-03,Positive,2024
80211,2024-12-03,Positive,2024
80002,2024-12-03,Positive,2024
80238,2024-12-03,Negative,2024
80204,2024-12-03,Positive,2024
80016,2024-12-03,Positive,2024
80016,2024-12-03,Negative,2024
80014,2024-12-03,Positive,2024
80120,2024-12-03,Positive,2024
80204,2024-12-03,Neutral,2024
80014,2024-12-03,Positive,2024
80211,2024-12-03,Neutral,2024
80221,2024-12-03,Negative,2024
80002,2024-12-03,Negative,2024
80219,2024-12-02,Positive,2024
80204,2024-12-02,Positive,2024
80014,2024-12-02,Negative,2024
80219,2024-12-02,Positive,2024
80221,2024-12-02,Positive,2024
80238,2024-12-02,Neutral,2024
80211,2024-12-02,Positive,2024
80234,2024-12-02,Negative,2024
80204,2024-12-02,Neutral,2024
80014,2024-12-02,Neutral,2024
80014,2024-12-02,Positive,2024
80219,2024-12-02,Positive,2024
80238,2024-12-02,Neutral,2024
80204,2024-12-02,Positive,2024
80234,2024-12-02,Positive,2024
80204,2024-12-02,Positive,2024
80016,2024-12-02,Neutral,2024
80014,2024-12-02,Positive,2024
80211,2024-12-02,Positive,2024
80238,2024-12-02,Neutral,2024
80204,2024-12-02,Negative,2024
80238,2024-12-02,Positive,2024
80002,2024-12-02,Positive,2024
80204,2024-12-02,Negative,2024
80002,2024-12-02,Neutral,2024
80211,2024-12-01,Positive,2024
80204,2024-12-01,Negative,2024
80002,2024-12-01,Neutral,2024
80002,2024-12-01,Positive,2024
80016,2024-12-01,Positive,2024
80204,2024-12-01,Positive,2024
80204,2024-12-01,Negative,2024
80002,2024-12-01,Negative,2024
80002,2024-12-01,Positive,2024
80219,2024-12-01,Neutral,2024
80219,2024-12-01,Positive,2024
80016,2024-12-01,Positive,2024
80211,2024-12-01,Neutral,2024
80014,2024-12-01,Neutral,2024
80219,2024-12-01,Neutral,2024
80002,2024-12-01,Neutral,2024
80238,2024-12-01,Negative,2024
80016,2024-12-01,Positive,2024
80238,2024-12-01,Negative,2024
80238,2024-12-01,Positive,2024
80016,2024-12-01,Positive,2024
80219,2024-12-01,Positive,2024
80120,2024-12-01,Positive,2024
80234,2024-12-01,Negative,2024
80016,2024-12-01,Negative,2024
80211,2024-11-30,Neutral,2024
80238,2024-11-30,Positive,2024
80002,2024-11-30,Negative,2024
80238,2024-11-30,Negative,2024
80238,2024-11-30,Positive,2024
80219,2024-11-30,Neutral,2024
80002,2024-11-30,Neutral,2024
80014,2024-11-30,Negative,2024
80204,2024-11-30,Neutral,2024
80221,2024-11-30,Positive,2024
80221,2024-11-30,Positive,2024
80016,2024-11-30,Positive,2024
80014,2024-11-30,Positive,2024
80234,2024-11-30,Positive,2024
80002,2024-11-30,Negative,2024
80016,2024-11-30,Negative,2024
80204,2024-11-30,Neutral,2024
80120,2024-11-30,Positive,2024
80221,2024-11-30,Positive,2024
80234,2024-11-30,Positive,2024
80002,2024-11-30,Neutral,2024
80219,2024-11-30,Positive,2024
80014,2024-11-30,Neutral,2024
80002,2024-11-29,Positive,2024
80234,2024-11-29,Negative,2024
80016,2024-11-29,Negative,2024
80211,2024-11-29,Positive,2024
80219,2024-11-29,Positive,2024
80238,2024-11-29,Positive,2024
80120,2024-11-29,Neutral,2024
80211,2024-11-29,Neutral,2024
80219,2024-11-29,Positive,2024
80204,2024-11-29,Positive,2024
80221,2024-11-29,Negative,2024
80211,2024-11-29,Neutral,2024
80211,2024-11-29,Positive,2024
80016,2024-11-29,Negative,2024
80234,2024-11-29,Positive,2024
80221,2024-11-29,Positive,2024
80016,2024-11-29,Positive,2024
80238,2024-11-29,Positive,2024
80204,2024-11-29,Positive,2024
80014,2024-11-29,Positive,2024
80014,2024-11-28,Positive,2024
80238,2024-11-28,Positive,2024
80014,2024-11-28,Positive,2024
80014,2024-11-28,Neutral,2024
80234,2024-11-28,Negative,2024
80120,2024-11-28,Positive,2024
80120,2024-11-28,Neutral,2024
80238,2024-11-28,Positive,2024
80219,2024-11-28,Positive,2024
80211,2024-11-28,Negative,2024
80238,2024-11-28,Neutral,2024
80002,2024-11-28,Neutral,2024
80014,2024-11-28,Negative,2024
80204,2024-11-28,Negative,2024
80002,2024-11-28,Positive,2024
80219,2024-11-28,Neutral,2024
80120,2024-11-28,Positive,2024
80219,2024-11-28,Neutral,2024
80221,2024-11-28,Positive,2024
80234,2024-11-28,Positive,2024
80234,2024-11-27,Positive,2024
80211,2024-11-27,Neutral,2024
80002,2024-11-27,Positive,2024
80014,2024-11-27,Negative,2024
80234,2024-11-27,Positive,2024
80211,2024-11-27,Negative,2024
80219,2024-11-27,Positive,2024
80002,2024-11-27,Positive,2024
80002,2024-11-27,Positive,2024
80204,2024-11-27,Neutral,2024
80120,2024-11-27,Negative,2024
80219,2024-11-27,Negative,2024
80221,2024-11-27,Negative,2024
80238,2024-11-27,Neutral,2024
80221,2024-11-27,Negative,2024
80234,2024-11-27,Neutral,2024
80211,2024-11-27,Negative,2024
80204,2024-11-27,Positive,2024
80219,2024-11-27,Neutral,2024
80211,2024-11-27,Positive,2024
80234,2024-11-27,Neutral,2024
80211,2024-11-27,Negative,2024
80014,2024-11-27,Positive,2024
80002,2024-11-27,Neutral,2024
80211,2024-11-27,Positive,2024
80016,2024-11-26,Neutral,2024
80120,2024-11-26,Negative,2024
80016,2024-11-26,Neutral,2024
80221,2024-11-26,Positive,2024
80120,2024-11-26,Positive,2024
80120,2024-11-26,Negative,2024
80120,2024-11-26,Positive,2024
80204,2024-11-26,Positive,2024
80204,2024-11-26,Positive,2024
80219,2024-11-26,Positive,2024
80014,2024-11-26,Neutral,2024
80016,2024-11-26,Positive,2024
80238,2024-11-26,Positive,2024
80219,2024-11-26,Positive,2024
80204,2024-11-26,Positive,2024
80204,2024-11-26,Positive,2024
80016,2024-11-26,Positive,2024
80219,2024-11-26,Positive,2024
80221,2024-11-26,Neutral,2024
80014,2024-11-26,Positive,2024
80238,2024-11-26,Positive,2024
80002,2024-11-26,Positive,2024
80204,2024-11-26,Neutral,2024
80219,2024-11-26,Neutral,2024
80002,2024-11-26,Neutral,2024
80002,2024-11-25,Positive,2024
80238,2024-11-25,Positive,2024
80238,2024-11-25,Neutral,2024
80014,2024-11-25,Positive,2024
80014,2024-11-25,Positive,2024
80120,2024-11-25,Neutral,2024
80238,2024-11-25,Positive,2024
80219,2024-11-25,Positive,2024
80211,2024-11-25,Negative,2024
80016,2024-11-25,Neutral,2024
80234,2024-11-25,Positive,2024
80221,2024-11-25,Positive,2024
80002,2024-11-25,Negative,2024
80219,2024-11-25,Neutral,2024
80002,2024-11-25,Neutral,2024
80211,2024-11-25,Positive,2024
80120,2024-11-25,Positive,2024
80238,2024-11-25,Neutral,2024
80016,2024-11-25,Negative,2024
80238,2024-11-25,Positive,2024
80221,2024-11-25,Negative,2024
80221,2024-11-25,Positive,2024
80002,2024-11-25,Positive,2024
80002,2024-11-24,Positive,2024
80016,2024-11-24,Positive,2024
80204,2024-11-24,Negative,2024
80204,2024-11-24,Positive,2024
80238,2024-11-24,Negative,2024
80238,2024-11-24,Positive,2024
80016,2024-11-24,Positive,2024
80002,2024-11-24,Positive,2024
80219,2024-11-24,Positive,2024
80234,2024-11-24,Positive,2024
80002,2024-11-24,Positive,2024
80221,2024-11-24,Positive,2024
80204,2024-11-24,Positive,2024
80234,2024-11-24,Positive,2024
80219,2024-11-24,Neutral,2024
80016,2024-11-24,Positive,2024
80238,2024-11-24,Positive,2024
80016,2024-11-24,Positive,2024
80219,2024-11-24,Positive,2024
80002,2024-11-24,Neutral,2024
80219,2024-11-24,Positive,2024
80238,2024-11-24,Positive,2024
80219,2024-11-24,Positive,2024
80221,2024-11-24,Neutral,2024
80221,2024-11-24,Neutral,2024
80219,2024-11-24,Positive,2024
80234,2024-11-24,Positive,2024
80234,2024-11-24,Positive,2024
80219,2024-11-24,Neutral,2024
80221,2024-11-24,Neutral,2024
80238,2024-11-23,Positive,2024
80221,2024-11-23,Negative,2024
80221,2024-11-23,Neutral,2024
80238,2024-11-23,Positive,2024
80234,2024-11-23,Positive,2024
80234,2024-11-23,Negative,2024
80204,2024-11-23,Positive,2024
80219,2024-11-23,Negative,2024
80234,2024-11-23,Positive,2024
80211,2024-11-23,Negative,2024
80002,2024-11-23,Neutral,2024
80120,2024-11-23,Negative,2024
80219,2024-11-23,Neutral,2024
80219,2024-11-23,Positive,2024
80002,2024-11-23,Negative,2024
80016,2024-11-23,Positive,2024
80016,2024-11-23,Neutral,2024
80120,2024-11-22,Positive,2024
80219,2024-11-22,Positive,2024
80120,2024-11-22,Positive,2024
80120,2024-11-22,Positive,2024
80221,2024-11-22,Neutral,2024
80221,2024-11-22,Negative,2024
80219,2024-11-22,Negative,2024
80014,2024-11-22,Negative,2024
80211,2024-11-22,Negative,2024
80204,2024-11-22,Positive,2024
80238,2024-11-22,Negative,2024
80002,2024-11-22,Positive,2024
80014,2024-11-22,Neutral,2024
80219,2024-11-22,Neutral,2024
80204,2024-11-22,Neutral,2024
80211,2024-11-22,Positive,2024
